Pager usage is off.
Timing is on.
 l_orderkey |   revenue   | o_orderdate | o_shippriority 
      90276 | 110860.5974 | 1995-03-04  |              0
     365954 | 110809.4686 | 1995-01-25  |              0
    4460194 | 110803.6760 | 1995-02-11  |              0
     386885 | 110791.9944 | 1995-01-27  |              0
     951589 | 110789.5628 | 1995-01-17  |              0
    1872544 | 110751.0254 | 1995-03-03  |              0
    5681830 | 110685.5379 | 1995-02-07  |              0
     492965 | 110675.3368 | 1995-01-27  |              0
     576546 | 110614.5224 | 1995-02-19  |              0
    3113888 | 110608.4034 | 1995-02-15  |              0
    2842690 | 110607.9936 | 1995-03-06  |              0
     713829 | 110605.0319 | 1995-01-06  |              0
    4696128 | 110595.0420 | 1995-01-28  |              0
    2780967 | 110562.2588 | 1995-03-04  |              0
    5549568 | 110513.8928 | 1994-12-06  |              0
    1865510 | 110489.9284 | 1995-03-14  |              0
    2707556 | 110478.0528 | 1995-01-29  |              0
    3643392 | 110430.8727 | 1995-01-24  |              0
    2717825 | 110422.9028 | 1995-03-08  |              0
    1279011 | 110389.9044 | 1995-01-29  |              0
    5061447 | 110374.1844 | 1995-02-10  |              0
    2905380 | 110349.3690 | 1995-01-16  |              0
    5074274 | 110332.8328 | 1994-12-25  |              0
    3019077 | 110261.1644 | 1995-02-05  |              0
     549222 | 110256.6409 | 1995-02-16  |              0
    3171366 | 110252.1871 | 1995-03-12  |              0
     121088 | 110232.6440 | 1995-01-17  |              0
    5586663 | 110204.0754 | 1995-02-23  |              0
    1399936 | 110202.4710 | 1995-02-22  |              0
    1995975 | 110193.0078 | 1995-01-15  |              0
    3579171 | 110172.9240 | 1994-12-30  |              0
    1794311 | 110153.9818 | 1995-02-28  |              0
     241670 | 110135.0202 | 1994-12-18  |              0
     550465 | 110131.9914 | 1995-03-09  |              0
    1050372 | 110109.5312 | 1995-01-19  |              0
     802983 | 110103.6330 | 1995-02-28  |              0
     452068 | 110102.3719 | 1995-01-04  |              0
    2937381 | 110084.9364 | 1995-01-23  |              0
     494913 | 110077.2885 | 1995-01-18  |              0
    3947139 | 110051.1648 | 1995-02-08  |              0
     744806 | 110051.1453 | 1994-12-28  |              0
    2473830 | 110037.9147 | 1995-01-20  |              0
    1084389 | 110018.7040 | 1995-03-12  |              0
    3764705 | 109999.7576 | 1995-01-25  |              0
    5376609 | 109991.8361 | 1995-01-15  |              0
    2232386 | 109974.6816 | 1994-12-18  |              0
    2319042 | 109951.7486 | 1995-01-08  |              0
    1049315 | 109904.9396 | 1995-01-27  |              0
    3528898 | 109891.9467 | 1995-03-12  |              0
    5664295 | 109857.6768 | 1995-02-09  |              0
    1015808 | 109857.3660 | 1995-02-28  |              0
    1669636 | 109844.1474 | 1995-02-19  |              0
    1683108 | 109840.7090 | 1995-02-12  |              0
    1459394 | 109834.3419 | 1994-12-31  |              0
    4404226 | 109801.8829 | 1995-01-10  |              0
    2077670 | 109801.7020 | 1995-01-11  |              0
    2254981 | 109730.3588 | 1995-02-28  |              0
    4382721 | 109717.9092 | 1994-12-25  |              0
    2187361 | 109675.9584 | 1995-03-08  |              0
    1855745 | 109665.7212 | 1995-03-03  |              0
    5114048 | 109655.1184 | 1995-02-05  |              0
    2461954 | 109551.9081 | 1995-01-06  |              0
    2373985 | 109544.3986 | 1994-12-30  |              0
    1977505 | 109542.2194 | 1995-02-17  |              0
     556326 | 109535.6918 | 1994-12-14  |              0
    2579328 | 109516.9058 | 1995-01-14  |              0
     161253 | 109516.5048 | 1995-01-16  |              0
    4292516 | 109512.3690 | 1994-12-23  |              0
     580482 | 109429.3379 | 1995-03-03  |              0
    1505700 | 109410.8687 | 1995-02-20  |              0
     441986 | 109398.9189 | 1995-03-09  |              0
    3191527 | 109350.9830 | 1995-01-12  |              0
    4647553 | 109324.6414 | 1995-01-21  |              0
     447425 | 109296.3244 | 1995-03-01  |              0
     898080 | 109264.6485 | 1995-02-03  |              0
    5317604 | 109245.4402 | 1995-02-19  |              0
     604644 | 109207.4910 | 1995-02-28  |              0
    5201028 | 109189.8432 | 1995-03-10  |              0
    4517511 | 109189.0668 | 1995-03-10  |              0
     604835 | 109180.3740 | 1995-03-08  |              0
    3186502 | 109139.8986 | 1995-03-01  |              0
    2786821 | 109118.5132 | 1995-01-17  |              0
    1405028 | 109097.1495 | 1995-01-30  |              0
    4540932 | 109090.8432 | 1995-01-05  |              0
     549319 | 109066.1315 | 1995-03-07  |              0
    2613735 | 109053.7448 | 1995-03-08  |              0
    3710976 | 109046.2152 | 1995-02-19  |              0
     478209 | 109024.9182 | 1995-03-12  |              0
    2317701 | 108982.3410 | 1994-12-27  |              0
    3486599 | 108960.7832 | 1994-12-05  |              0
     191814 | 108956.7608 | 1994-12-09  |              0
    4819780 | 108941.4720 | 1994-12-31  |              0
     969062 | 108919.6670 | 1995-02-03  |              0
    1382213 | 108899.1387 | 1995-02-11  |              0
    5955616 | 108895.2661 | 1995-02-22  |              0
    1053856 | 108848.8804 | 1995-01-30  |              0
    3312262 | 108838.3640 | 1995-03-08  |              0
    2383042 | 108828.0566 | 1995-01-26  |              0
    1172292 | 108791.4000 | 1995-01-01  |              0
    2699047 | 108781.8655 | 1995-01-20  |              0
    5726727 | 108701.0261 | 1995-02-24  |              0
     789541 | 108661.5409 | 1994-12-05  |              0
    3978245 | 108603.4208 | 1995-01-18  |              0
     550753 | 108599.7226 | 1995-01-09  |              0
    1529026 | 108554.6152 | 1995-02-21  |              0
    4922566 | 108524.8464 | 1994-12-24  |              0
     444737 | 108509.4603 | 1995-01-31  |              0
    4232711 | 108472.1456 | 1995-02-22  |              0
    2290598 | 108465.3699 | 1994-12-26  |              0
    1168835 | 108431.3212 | 1995-01-11  |              0
    5750855 | 108406.9136 | 1995-01-25  |              0
     407654 | 108405.7292 | 1995-01-21  |              0
    2951142 | 108385.6224 | 1995-03-01  |              0
    4635172 | 108379.9982 | 1995-02-14  |              0
    1321285 | 108328.0384 | 1994-12-27  |              0
    3014274 | 108323.2430 | 1995-01-06  |              0
    5576359 | 108304.3102 | 1995-03-05  |              0
    3045600 | 108297.7995 | 1995-02-19  |              0
    4907904 | 108240.1860 | 1994-12-07  |              0
    4068455 | 108230.8332 | 1995-02-04  |              0
    3640325 | 108191.0550 | 1995-02-15  |              0
    4303207 | 108186.9560 | 1995-02-04  |              0
    4048226 | 108174.7428 | 1995-01-25  |              0
    1315491 | 108174.5869 | 1995-01-19  |              0
     783043 | 108121.1968 | 1995-02-20  |              0
    4331875 | 108119.4797 | 1995-02-01  |              0
     359489 | 108116.5631 | 1994-11-27  |              0
     466625 | 108105.1578 | 1995-01-23  |              0
    1623908 | 108082.8612 | 1995-02-19  |              0
    4380674 | 108052.8930 | 1994-12-09  |              0
    2674055 | 108048.8398 | 1995-03-14  |              0
    5078149 | 108040.9575 | 1995-01-08  |              0
    1765474 | 108019.0564 | 1994-12-11  |              0
    5934341 | 108008.8474 | 1995-02-08  |              0
    5076226 | 107992.3351 | 1995-01-04  |              0
    4391297 | 107991.7028 | 1995-02-09  |              0
    1688996 | 107944.9708 | 1995-01-25  |              0
     724006 | 107870.9638 | 1995-03-04  |              0
    2692676 | 107870.8590 | 1995-03-13  |              0
    1703366 | 107832.0416 | 1995-02-17  |              0
    1812068 | 107817.3548 | 1995-02-26  |              0
    1331975 | 107790.6674 | 1995-01-09  |              0
    2289830 | 107790.3939 | 1994-12-28  |              0
    5845958 | 107730.1074 | 1994-12-22  |              0
    4645254 | 107711.9568 | 1995-01-16  |              0
    1001893 | 107692.4821 | 1995-01-03  |              0
    5561542 | 107686.4951 | 1995-02-22  |              0
    1846402 | 107593.1880 | 1995-01-29  |              0
    2743712 | 107590.8201 | 1995-01-23  |              0
    3980134 | 107588.6958 | 1995-02-06  |              0
    2503235 | 107523.0647 | 1994-12-06  |              0
    4680544 | 107507.5902 | 1995-03-05  |              0
      18244 | 107495.3268 | 1995-02-12  |              0
    1957955 | 107459.6922 | 1995-01-06  |              0
    2606657 | 107439.8881 | 1995-01-23  |              0
    4856710 | 107421.7752 | 1995-02-18  |              0
    2438240 | 107418.2463 | 1995-02-03  |              0
    2430530 | 107407.8632 | 1995-01-17  |              0
    3631713 | 107388.8240 | 1995-01-25  |              0
    1225635 | 107378.6112 | 1995-01-16  |              0
    5208897 | 107365.8929 | 1995-01-13  |              0
    5375238 | 107364.2808 | 1995-02-07  |              0
    1451943 | 107361.0284 | 1995-03-11  |              0
     219969 | 107354.4390 | 1994-12-28  |              0
     129253 | 107250.1964 | 1994-12-22  |              0
    3241605 | 107240.0688 | 1994-12-29  |              0
    4368834 | 107200.2490 | 1995-01-30  |              0
    1743808 | 107168.9320 | 1995-02-24  |              0
     227074 | 107163.3296 | 1995-02-12  |              0
    2794660 | 107141.6992 | 1995-02-02  |              0
    2715461 | 107136.8674 | 1995-02-07  |              0
    5969350 | 107134.0856 | 1995-01-19  |              0
    5023553 | 107072.9506 | 1995-02-06  |              0
    2011622 | 107062.0173 | 1994-12-19  |              0
    1284263 | 107036.3334 | 1994-12-24  |              0
    5026147 | 106996.1793 | 1995-01-23  |              0
    5529159 | 106980.2115 | 1995-01-19  |              0
      82404 | 106970.1228 | 1995-01-18  |              0
    5207972 | 106936.9405 | 1995-01-24  |              0
    4695681 | 106880.9078 | 1995-01-29  |              0
    3072578 | 106871.4170 | 1995-01-20  |              0
    4495586 | 106869.0460 | 1995-01-12  |              0
    2739811 | 106823.8620 | 1995-02-07  |              0
     407937 | 106782.5315 | 1995-03-10  |              0
    3601765 | 106770.2998 | 1995-03-05  |              0
    3542471 | 106737.6912 | 1995-03-10  |              0
    1849159 | 106706.0054 | 1995-01-19  |              0
    1560230 | 106697.4277 | 1995-03-08  |              0
    1736291 | 106696.6413 | 1994-12-17  |              0
    4913504 | 106696.2630 | 1994-12-10  |              0
    3520517 | 106689.1622 | 1994-12-25  |              0
    4797314 | 106685.0907 | 1994-12-15  |              0
    1139840 | 106681.3776 | 1995-01-29  |              0
    3523939 | 106678.5048 | 1995-01-21  |              0
    4384582 | 106662.9970 | 1995-01-05  |              0
    2175524 | 106597.6188 | 1995-01-06  |              0
    2318023 | 106587.2154 | 1995-01-03  |              0
    5361411 | 106577.5221 | 1995-02-19  |              0
    2006663 | 106550.3050 | 1995-03-09  |              0
    5719074 | 106517.0484 | 1994-12-07  |              0
     667429 | 106515.1066 | 1995-02-10  |              0
    5442080 | 106416.0164 | 1995-03-02  |              0
     304385 | 106402.6068 | 1994-12-14  |              0
    3950118 | 106387.1810 | 1994-12-10  |              0
    2917667 | 106375.3416 | 1995-03-12  |              0
     913575 | 106371.7088 | 1995-01-16  |              0
    1015714 | 106360.9818 | 1995-02-09  |              0
     776325 | 106335.2206 | 1995-01-03  |              0
    4711077 | 106300.3659 | 1995-02-23  |              0
    1494596 | 106294.8166 | 1994-12-26  |              0
    4526336 | 106283.3844 | 1994-11-23  |              0
    5321218 | 106278.5470 | 1995-02-15  |              0
    5635460 | 106240.7870 | 1995-01-15  |              0
      63456 | 106145.0468 | 1995-01-05  |              0
    5741767 | 106108.4523 | 1995-01-10  |              0
    1754917 | 106083.4208 | 1995-02-13  |              0
    4722115 | 105954.0510 | 1995-01-15  |              0
      27975 | 105952.5796 | 1995-02-13  |              0
    1875776 | 105927.1807 | 1995-02-26  |              0
    5660739 | 105915.8688 | 1994-12-04  |              0
    5658212 | 105890.6416 | 1995-01-13  |              0
    5474949 | 105885.9100 | 1994-12-16  |              0
    4476417 | 105885.5000 | 1995-02-21  |              0
    1931361 | 105885.2197 | 1995-01-09  |              0
    2482786 | 105841.4624 | 1994-12-01  |              0
    2622083 | 105841.2097 | 1995-02-23  |              0
    1556035 | 105790.7733 | 1995-01-08  |              0
    3621159 | 105747.3221 | 1995-01-06  |              0
    5981351 | 105744.9854 | 1995-02-14  |              0
    5215745 | 105713.8859 | 1994-11-26  |              0
    1531712 | 105679.7726 | 1995-01-13  |              0
    1409573 | 105670.9990 | 1995-01-02  |              0
    5145797 | 105659.1940 | 1995-03-13  |              0
    2785286 | 105656.6216 | 1995-02-22  |              0
    3149377 | 105647.7755 | 1995-01-13  |              0
    5057058 | 105621.3264 | 1995-02-20  |              0
